App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Magic Tracker 1,Excellent features and intuitive interface.,Positive,0.5788,0.4655
Magic Tracker 1,I'm very satisfied with this app.,Positive,0.7739,0.5277
Magic Tracker 1,This app is amazing. I use it every day.,Positive,0.8496,0.4955
Magic Tracker 1,I'm very satisfied with this app.,Positive,0.792,0.7924
Magic Tracker 1,Excellent features and intuitive interface.,Positive,0.7275,0.3063
Magic Tracker 1,Great app! Love it!,Positive,0.7653,0.946
Magic Tracker 1,Excellent features and intuitive interface.,Positive,0.7019,0.842
Cool Monitor 2,"Waste of money, don't buy it.",Negative,-0.5435,0.564
Cool Monitor 2,Best app in this category. Highly recommended!,Positive,0.812,0.6074
Cool Monitor 2,Amazing performance and great UI.,Positive,0.581,0.8862
Cool Monitor 2,Poor customer support and too expensive.,Negative,-0.5122,0.8085
Cool Monitor 2,Acceptable performance with some minor issues.,Neutral,-0.1413,0.6075
Cool Monitor 2,Very useful and easy to use.,Positive,0.7754,0.7392
Cool Monitor 2,This app is exactly what I was looking for!,Positive,0.9253,0.8624
Cool Monitor 2,This app is exactly what I was looking for!,Positive,0.8749,0.9393
Cool Monitor 2,The app is very helpful and well designed.,Positive,0.7537,0.3993
Cool Monitor 2,I'm having issues with the latest update.,Negative,-0.6446,0.8122
Premium Scanner 9,Excellent features and intuitive interface.,Positive,0.8119,0.8874
Premium Scanner 9,Needs a lot of improvements.,Negative,-0.5194,0.4341
Premium Scanner 9,"It works, but there are better alternatives.",Neutral,-0.3712,0.3208
Premium Scanner 9,This app keeps crashing on my device.,Negative,-0.6944,0.9984
Premium Scanner 9,"Some features are good, others need work.",Neutral,0.2886,0.9225
Premium Scanner 9,Great app! Love it!,Positive,0.8814,0.3844
Premium Scanner 9,Poor customer support and too expensive.,Negative,-0.6011,0.4235
Premium Scanner 9,Needs a lot of improvements.,Negative,-0.8583,0.9769
Premium Scanner 9,The app is very slow and buggy.,Negative,-0.6378,0.3992
Premium Scanner 9,The app is very helpful and well designed.,Positive,0.5144,0.3
Amazing Monitor 3,Works perfectly on my device. No issues at all.,Positive,0.7322,0.5785
Amazing Monitor 3,Poor customer support and too expensive.,Negative,-0.8703,0.8203
Amazing Monitor 3,Works perfectly on my device. No issues at all.,Positive,0.9262,0.675
Amazing Monitor 3,I'm very satisfied with this app.,Positive,0.6326,0.9241
Amazing Monitor 3,Very useful and easy to use.,Positive,0.9124,0.7898
Amazing Monitor 3,Works well enough for my needs.,Neutral,0.3652,0.9884
Amazing Monitor 3,I'm very satisfied with this app.,Positive,0.5082,0.4759
Amazing Monitor 3,Works well enough for my needs.,Neutral,0.2391,0.9872
Amazing Monitor 3,"Very disappointing, too many ads.",Negative,-0.8561,0.3214
Amazing Monitor 3,Amazing performance and great UI.,Positive,0.6224,0.302
Fantastic Calculator 8,Average app with basic functionality.,Neutral,-0.044,0.808
Fantastic Calculator 8,Works perfectly on my device. No issues at all.,Positive,0.6386,0.9415
Fantastic Calculator 8,This app is amazing. I use it every day.,Positive,0.8775,0.9488
Fantastic Calculator 8,The app is very slow and buggy.,Negative,-0.7191,0.9381
Fantastic Calculator 8,This app is exactly what I was looking for!,Positive,0.5843,0.8301
Fantastic Calculator 8,Great app! Love it!,Positive,0.9761,0.7288
Fantastic Calculator 8,Amazing performance and great UI.,Positive,0.6087,0.4566
Fantastic Calculator 8,Very useful and easy to use.,Positive,0.9535,0.7134
Fantastic Calculator 8,This app keeps crashing on my device.,Negative,-0.8423,0.4872
Fantastic Calculator 8,Acceptable performance with some minor issues.,Neutral,0.1656,0.3299
Perfect Manager 9,Great app! Love it!,Positive,0.7974,0.8491
Perfect Manager 9,"Waste of money, don't buy it.",Negative,-0.5416,0.3571
Perfect Manager 9,Not worth the download. Save your time.,Negative,-0.5671,0.3625
Perfect Manager 9,The app is very slow and buggy.,Negative,-0.9038,0.3698
Perfect Manager 9,Didn't work as advertised. Uninstalled.,Negative,-0.7771,0.8728
Perfect Manager 9,Needs a lot of improvements.,Negative,-0.9242,0.5725
Perfect Manager 9,Not worth the download. Save your time.,Negative,-0.6318,0.9775
Perfect Manager 9,The app is very helpful and well designed.,Positive,0.5634,0.3562
Perfect Manager 9,This app is exactly what I was looking for!,Positive,0.756,0.8815
Perfect Manager 9,The app is very helpful and well designed.,Positive,0.936,0.74
Cool Wallet 3,I'm having issues with the latest update.,Negative,-0.9719,0.8709
Cool Wallet 3,The app is very slow and buggy.,Negative,-0.7129,0.9279
Cool Wallet 3,I'm having issues with the latest update.,Negative,-0.9573,0.4833
Cool Wallet 3,Amazing performance and great UI.,Positive,0.5531,0.9677
Cool Wallet 3,Best app in this category. Highly recommended!,Positive,0.9493,0.7741
Cool Wallet 3,Very frustrating experience using this app.,Negative,-0.8147,0.4852
Cool Wallet 3,Amazing performance and great UI.,Positive,0.945,0.6748
Cool Wallet 3,Amazing performance and great UI.,Positive,0.6661,0.7684
Cool Wallet 3,I'm very satisfied with this app.,Positive,0.5758,0.4715
Cool Wallet 3,Poor customer support and too expensive.,Negative,-0.7182,0.7529
Cool Player 5,Needs a lot of improvements.,Negative,-0.7199,0.9305
Cool Player 5,The app is very helpful and well designed.,Positive,0.8656,0.7726
Cool Player 5,Best app in this category. Highly recommended!,Positive,0.6924,0.8479
Cool Player 5,Very useful and easy to use.,Positive,0.626,0.9635
Cool Player 5,Excellent features and intuitive interface.,Positive,0.7897,0.341
Cool Player 5,The app is very helpful and well designed.,Positive,0.5933,0.4649
Cool Player 5,This app keeps crashing on my device.,Negative,-0.9106,0.6862
Cool Player 5,Great app! Love it!,Positive,0.8863,0.6423
Cool Player 5,Amazing performance and great UI.,Positive,0.5525,0.9935
Cool Player 5,This app is amazing. I use it every day.,Positive,0.6101,0.7167
Fantastic Wallet 4,Average app with basic functionality.,Neutral,-0.2314,0.8405
Fantastic Wallet 4,Excellent features and intuitive interface.,Positive,0.8672,0.9583
Fantastic Wallet 4,This app is exactly what I was looking for!,Positive,0.5321,0.9102
Fantastic Wallet 4,Great app! Love it!,Positive,0.6503,0.7671
Fantastic Wallet 4,Needs a lot of improvements.,Negative,-0.6193,0.875
Fantastic Wallet 4,Needs a lot of improvements.,Negative,-0.7545,0.9453
Fantastic Wallet 4,Amazing performance and great UI.,Positive,0.5582,0.964
Fantastic Wallet 4,This app is exactly what I was looking for!,Positive,0.6234,0.6015
Fantastic Wallet 4,This app keeps crashing on my device.,Negative,-0.5001,0.7509
Fantastic Wallet 4,Didn't work as advertised. Uninstalled.,Negative,-0.7171,0.374
Quick Recorder 9,Very useful and easy to use.,Positive,0.6539,0.9302
Quick Recorder 9,Amazing performance and great UI.,Positive,0.5233,0.4754
Quick Recorder 9,This app is exactly what I was looking for!,Positive,0.8777,0.3969
Quick Recorder 9,The app is very slow and buggy.,Negative,-0.9979,0.6638
Quick Recorder 9,This app is amazing. I use it every day.,Positive,0.6094,0.8327
Quick Recorder 9,"Very disappointing, too many ads.",Negative,-0.5766,0.9361
Quick Recorder 9,It's alright for occasional use.,Neutral,-0.3239,0.5874
Quick Recorder 9,"Some features are good, others need work.",Neutral,-0.2407,0.7479
Quick Recorder 9,Poor customer support and too expensive.,Negative,-0.8807,0.6234
Quick Recorder 9,Works perfectly on my device. No issues at all.,Positive,0.7596,0.3941
Amazing Manager 8,This app is exactly what I was looking for!,Positive,0.6944,0.8957
Amazing Manager 8,Not worth the download. Save your time.,Negative,-0.6752,0.4339
Amazing Manager 8,Excellent features and intuitive interface.,Positive,0.511,0.4483
Amazing Manager 8,Best app in this category. Highly recommended!,Positive,0.9943,0.833
Amazing Manager 8,I'm very satisfied with this app.,Positive,0.8521,0.5506
Amazing Manager 8,Not worth the download. Save your time.,Negative,-0.542,0.65
Amazing Manager 8,Poor customer support and too expensive.,Negative,-0.8394,0.4729
Amazing Manager 8,This app is amazing. I use it every day.,Positive,0.9827,0.3872
Amazing Manager 8,The app is very helpful and well designed.,Positive,0.5076,0.9288
Amazing Manager 8,Excellent features and intuitive interface.,Positive,0.53,0.4592
Easy Manager 3,Best app in this category. Highly recommended!,Positive,0.9237,0.5736
Easy Manager 3,This app is amazing. I use it every day.,Positive,0.5325,0.3556
Easy Manager 3,Not worth the download. Save your time.,Negative,-0.6369,0.7776
Easy Manager 3,Excellent features and intuitive interface.,Positive,0.5873,0.741
Easy Manager 3,The app is very slow and buggy.,Negative,-0.5072,0.3449
Easy Manager 3,"Very disappointing, too many ads.",Negative,-0.9182,0.816
Easy Manager 3,Works well enough for my needs.,Neutral,-0.1233,0.774
Easy Manager 3,Best app in this category. Highly recommended!,Positive,0.7581,0.4842
Easy Manager 3,"Waste of money, don't buy it.",Negative,-0.8331,0.5295
Easy Manager 3,Best app in this category. Highly recommended!,Positive,0.8709,0.5543
Ultimate Camera 1,The app is very helpful and well designed.,Positive,0.8541,0.5312
Ultimate Camera 1,I'm very satisfied with this app.,Positive,0.8039,0.9871
Ultimate Camera 1,"Not bad, but not great either.",Neutral,-0.073,0.5223
Ultimate Camera 1,This app is amazing. I use it every day.,Positive,0.9903,0.3276
Ultimate Camera 1,Great app! Love it!,Positive,0.6267,0.4576
Ultimate Camera 1,Works perfectly on my device. No issues at all.,Positive,0.9216,0.9288
Ultimate Camera 1,Works perfectly on my device. No issues at all.,Positive,0.9848,0.7592
Ultimate Camera 1,Works perfectly on my device. No issues at all.,Positive,0.829,0.5549
Ultimate Camera 1,Not worth the download. Save your time.,Negative,-0.8299,0.6274
Ultimate Camera 1,This app is exactly what I was looking for!,Positive,0.6965,0.9688
Easy Converter 1,Very useful and easy to use.,Positive,0.5826,0.9938
Easy Converter 1,This app is exactly what I was looking for!,Positive,0.9598,0.6705
Easy Converter 1,"Waste of money, don't buy it.",Negative,-0.8823,0.4186
Easy Converter 1,Great app! Love it!,Positive,0.569,0.4557
Easy Converter 1,Best app in this category. Highly recommended!,Positive,0.6523,0.7676
Easy Converter 1,"It works, but there are better alternatives.",Neutral,0.2169,0.6026
Easy Converter 1,"It works, but there are better alternatives.",Neutral,-0.0323,0.5009
Easy Converter 1,Works perfectly on my device. No issues at all.,Positive,0.9908,0.7374
Easy Converter 1,The app is very helpful and well designed.,Positive,0.9132,0.6828
Easy Converter 1,This app is exactly what I was looking for!,Positive,0.638,0.426
Quick Assistant 1,Works perfectly on my device. No issues at all.,Positive,0.5385,0.8521
Quick Assistant 1,This app keeps crashing on my device.,Negative,-0.5805,0.8036
Quick Assistant 1,"Waste of money, don't buy it.",Negative,-0.7774,0.9883
Quick Assistant 1,The app is very helpful and well designed.,Positive,0.8627,0.9387
Quick Assistant 1,Best app in this category. Highly recommended!,Positive,0.6525,0.7325
Quick Assistant 1,This app is exactly what I was looking for!,Positive,0.9561,0.9182
Quick Assistant 1,The app is okay but could be better.,Neutral,-0.1335,0.3073
Quick Assistant 1,"It works, but there are better alternatives.",Neutral,-0.1684,0.9231
Quick Assistant 1,Excellent features and intuitive interface.,Positive,0.7614,0.8009
Quick Assistant 1,Great app! Love it!,Positive,0.8362,0.8851
HD Messenger 5,This app is amazing. I use it every day.,Positive,0.8373,0.3497
HD Messenger 5,Great app! Love it!,Positive,0.5612,0.8615
HD Messenger 5,"Waste of money, don't buy it.",Negative,-0.5894,0.7472
HD Messenger 5,The app is okay but could be better.,Neutral,0.1898,0.9314
HD Messenger 5,Works perfectly on my device. No issues at all.,Positive,0.5922,0.5599
HD Messenger 5,The app is very helpful and well designed.,Positive,0.7332,0.9266
HD Messenger 5,This app is amazing. I use it every day.,Positive,0.8042,0.8271
HD Messenger 5,The app is very slow and buggy.,Negative,-0.7131,0.4331
HD Messenger 5,The app is very slow and buggy.,Negative,-0.7192,0.8122
HD Messenger 5,I'm having issues with the latest update.,Negative,-0.718,0.5616
Smart Manager 3,This app is amazing. I use it every day.,Positive,0.5851,0.3156
Smart Manager 3,Best app in this category. Highly recommended!,Positive,0.9275,0.8579
Smart Manager 3,The app is very slow and buggy.,Negative,-0.7367,0.338
Smart Manager 3,Very useful and easy to use.,Positive,0.5177,0.8221
Smart Manager 3,I'm having issues with the latest update.,Negative,-0.5942,0.6735
Smart Manager 3,The app is very helpful and well designed.,Positive,0.6789,0.7382
Smart Manager 3,Amazing performance and great UI.,Positive,0.996,0.8272
Smart Manager 3,"It works, but there are better alternatives.",Neutral,-0.2683,0.6521
Smart Manager 3,This app is amazing. I use it every day.,Positive,0.7991,0.828
Smart Manager 3,"Very disappointing, too many ads.",Negative,-0.5253,0.3227
Easy Compass 6,Decent app but missing some key features.,Neutral,0.0205,0.3973
Easy Compass 6,"Some features are good, others need work.",Neutral,-0.2234,0.754
Easy Compass 6,Amazing performance and great UI.,Positive,0.9755,0.7635
Easy Compass 6,Excellent features and intuitive interface.,Positive,0.9766,0.7289
Easy Compass 6,Poor customer support and too expensive.,Negative,-0.9287,0.398
Easy Compass 6,Didn't work as advertised. Uninstalled.,Negative,-0.8215,0.9003
Easy Compass 6,Amazing performance and great UI.,Positive,0.8249,0.779
Easy Compass 6,The app is very helpful and well designed.,Positive,0.5727,0.9405
Easy Compass 6,I'm having issues with the latest update.,Negative,-0.8946,0.3695
Easy Compass 6,Very useful and easy to use.,Positive,0.7473,0.994
Magic Tracker 7,Excellent features and intuitive interface.,Positive,0.9174,0.5934
Magic Tracker 7,Excellent features and intuitive interface.,Positive,0.7083,0.5286
Magic Tracker 7,Best app in this category. Highly recommended!,Positive,0.9827,0.7194
Magic Tracker 7,This app keeps crashing on my device.,Negative,-0.615,0.7445
Magic Tracker 7,Works perfectly on my device. No issues at all.,Positive,0.6175,0.986
Magic Tracker 7,I'm very satisfied with this app.,Positive,0.8626,0.3583
Magic Tracker 7,Didn't work as advertised. Uninstalled.,Negative,-0.8691,0.7852
Magic Tracker 7,Great app! Love it!,Positive,0.9986,0.4816
Magic Tracker 7,"Waste of money, don't buy it.",Negative,-0.5845,0.974
Magic Tracker 7,Acceptable performance with some minor issues.,Neutral,0.0764,0.8775
Fantastic Manager 4,Amazing performance and great UI.,Positive,0.6688,0.5671
Fantastic Manager 4,"It's just what you'd expect, nothing more.",Neutral,0.2604,0.424
Fantastic Manager 4,The app is very helpful and well designed.,Positive,0.7831,0.39
Fantastic Manager 4,This app is amazing. I use it every day.,Positive,0.819,0.4977
Fantastic Manager 4,Very frustrating experience using this app.,Negative,-0.9622,0.5005
Fantastic Manager 4,Amazing performance and great UI.,Positive,0.8384,0.8154
Fantastic Manager 4,Great app! Love it!,Positive,0.9855,0.6569
